author,message,badges,emotes
marcomase99,mario come ti permetti devi comprare la switch per giocare i giochi della switch ma con la grafica che non lagga a bestia,['premium'],[]
ilaria_antioraria,il tartaro,"['subscriber', 'sub_gifter']",[]
nicolesto1,bella la rassegna comunque piaciuta parecchio,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,mmh,['superultracombo_2023'],[]
keilaf96,è una forma di espressione,"['subscriber', 'premium']",[]
ilfato_vgc,tutto è arte,"['subscriber', 'clips_leader']",[]
tungstenoviperuto,per me è forma di espressione esasperazione dellanimo,['superultracombo_2023'],[]
gtlivewatch,mario se le dirette su twitch avessero la possibilità di trasmettere per assurdo non solo audio e video ma anche note olfattive pensi che gli spettatori dei canali che conosci cambierebbero positivamente o meno,[],[]
ucurtu88,per te si può parlare darte quando di mezzo cè lia,[],[]
alessandrorocky,marioti consiglio questo canale youtubesi chiama nati per vincereè un signore juventino molto sportivo direi anche che fa morire dal ridere,['subscriber'],[]
ilfato_vgc,hai ragione sulla switch eppure è la console più venduta di sempre nei primi giorni,"['subscriber', 'clips_leader']",[]
tungstenoviperuto,ai voglia,['superultracombo_2023'],[]
ilfato_vgc,lia artists sono pur sempre artisti,"['subscriber', 'clips_leader']",[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
andriaz99,buonanotte a tutti,"['subscriber', 'premium']",[]
beppe65,lo disse un grecolapalissio,['raging_wolf_helm'],[]
finewildrhino,o aivoglia se preferisci,"['subscriber', 'gone_bananas']",[]
tungstenoviperuto,nel raster anche solo usare il resize è ai,['superultracombo_2023'],[]
sbrisolonaa,mario secondo te cè un rapporto tra genio e follia gli artisti sono un pò folli,['subscriber'],[]
keilaf96,aka michelangelo secondo te la pittura a olio può essere considerata arte,"['subscriber', 'premium']",[]
ilaria_antioraria,lapalissiano viene dal nome del generale francese jacques de chabannes signore de la palice,"['subscriber', 'sub_gifter']",[]
beppe65,noera aldo nel museo darte,['raging_wolf_helm'],[]
n4icols,ciao marione prima si stava parlando seriamente quindi ho preferito dirtelo ora che ho lano umido,['raging_wolf_helm'],[]
chiarachifavs,ma che strano,"['subscriber', 'sub_gifter']",[]
pappocaccesold,mario quindi i video delle lontre si possono definire arte,['no_audio'],[]
chiara_tagliabue,ciao a tutti sono appena tornata dal concerto di shiva,[],[]
r3tr0_24,beh molti artisti utilizzano la follia per la propria arte,['premium'],[]
frapersona,mariosmile,['founder'],[]
ramba24,bello sentire parlare di certe cose a questora,['premium'],[]
iln1ck,crazy,['purple_pixel_heart___together_for_good_24'],[]
ucurtu88,ma così facendo non fai scomparire del tutto la figura dellautore essendo lo strumento ia aperto a tutti,[],[]
ilaria_antioraria,ma non era in carcere shiva,"['subscriber', 'sub_gifter']",[]
iln1ck,diamond,['purple_pixel_heart___together_for_good_24'],[]
travis_scodi,mario hai mai visto evangelion,['premium'],[]
frapersona,un solo tiro in porta a,['founder'],[]
nicolesto1,devi solo usarla io la uso per darmi combinazioni di colori utili per fare vestiti poi prendi spunto quello che guardi va sempre rielaborato che poi è la base del cervello creare qualcosa di nuovo da ciò che esiste,"['subscriber', 'sub_gifter']",[]
sbrisolonaa,è un argomento che porterò per la tesi,['subscriber'],[]
tungstenoviperuto,tutti possono essere autori,['superultracombo_2023'],[]
ilfato_vgc,benvenuto in un mondo che non conosci tu non lo so sai tu non lo sai io sono shiva il cantante prediletto,"['subscriber', 'clips_leader']",[]
il_p__,anche lo strumento pittura è aperto a tutti,[],[]
frapersona,una reaction intera di fiusgamer a,['founder'],[]
bias____,non siate oracolari disse calogero,"['vip', 'founder', 'premium']",[]
pappocaccesold,mario quindi i video delle lontre si possono definire arte,['no_audio'],[]
chiara_tagliabue,stato stra bello sono andata assieme a mio cugino gliel ho regalato per il comple,[],[]
r3tr0_24,ricordate lia è e deve essere un mezzo,['premium'],[]
beppe65,truela mia era una cit di agg,['raging_wolf_helm'],[]
alessandrorocky,marioti consiglio questo canale youtubesi chiama nati per vincereè un signore juventino molto sportivo direi anche che fa morire dal ridere,['subscriber'],[]
ilfato_vgc,hai ragione sulla switch eppure è la console più venduta di sempre nei primi giorni,"['subscriber', 'clips_leader']",[]
nicolesto1,sto fumando un tot lo ammetto,"['subscriber', 'sub_gifter']",[]
chiara_tagliabue,ti amo mario,[],[]
aldocookiez,cosa ne pensi dei critici che pensano che ci fa iperealismo sia una cagata,"['subscriber', 'raging_wolf_helm']",[]
debiru_dude,nel mi lavoro di disegnatore lai mi aiuta nel senso che mi fornisce delle reference palette colori texture ecc ma poi sono io che uso queste cose per creare le mie cose,"['subscriber', 'premium']",[]
tungstenoviperuto,tutti possono fare tutto il fatto è che per molti larte sia vista solo come hobby quindi la si reputa in modo superficiale,['superultracombo_2023'],[]
mayafalcone,ed essendo giapponese non so se potrebbe interessare ma se serve un minuto leggo il titolo che confondo solitamente nonostante mi piaccia molto e lo scrivo,[],[]
streamlabs,puoi abbonarti cliccando il tasto abbonati o clicca sul link,"['moderator', 'partner']",[]
chiara_tagliabue,speravo la cantasse perché amo tha sup,[],[]
ilfato_vgc,si ma più venduta anche della play,"['subscriber', 'clips_leader']",[]
r3tr0_24,mario hai ascoltato sayf se si cosa ne pensi,['premium'],[]
cannaizz0,più compratori disposti a prendere merda,['premium'],[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
zeno_musix,un altro spettacolo teatrale che ho visto è la vita davanti a sé interpretato da silvio orlandi anche questo mi è piaciuto tanto,['purple_pixel_heart___together_for_good_24'],[]
pantheon19,ciao mario hai visto il video di caleel in cui si lamenta che nei suoi video sono state inserite pubblicità pro israele create con ia in cui viene detto che loro stanno aiutando gli abitanti di gaza,['premium'],[]
frapersona,potresti mettere un subgoal live rocky joe in cui prendi a cazzotti un sacco,['founder'],[]
r3tr0_24,barbero,['premium'],[]
zemanian,barbero,[],[]
lizprice,barbero,"['subscriber', 'twitch_recap_2023']",[]
cannaizz0,barbero,['premium'],[]
sbrisolonaa,barbero,['subscriber'],[]
ilaria_antioraria,barbero,"['subscriber', 'sub_gifter']",[]
scaricas92,nino frassica,[],[]
mayafalcone,stavo rispondendo a una ragazza in chat,[],['O_o']
ilfato_vgc,verissimo,"['subscriber', 'clips_leader']",[]
cavaliere_del_king,mario ma giocherai gta ti gasa,[],[]
tungstenoviperuto,io vorrei porre ad un italiano il quesito ai e poi creare lipotetico in cui un calciatore sarebbe rimpiazzato da un robot che fa tutto meglio di un calciatore reale poi voglio vedere cosa risponde,['superultracombo_2023'],[]
papa_nada,assurdo,['sub_gifter'],[]
r3tr0_24,si,['premium'],[]
ilaria_antioraria,anche vic se nè lamentato di questa cosa,"['subscriber', 'sub_gifter']",[]
arcimago_orn,anche victor,[],[]
pappocaccesold,mario playstation preferita,['no_audio'],[]
trickstervortex,lo trovi su instagram,"['subscriber', 'raging_wolf_helm']",[]
n4icols,si purtroppo,['raging_wolf_helm'],[]
ilfato_vgc,escono queste pubblicità su youtube,"['subscriber', 'clips_leader']",[]
bias____,vero viste oggi le pubblicità,"['vip', 'founder', 'premium']",[]
anderea_,queste nuove pubblcitià di youtube sono tremende oggi me ne sono capitate un milione,['destiny_2_final_shape_raid_race'],[]
francy_checco,giro sempre con un bro,"['vip', 'founder', 'premium']",[]
r3tr0_24,e non solo sui suoi ma proprio in generale su molti video di youtube,['premium'],[]
ucurtu88,anche nei tuoi video youtube esce quella pubblicità,[],[]
trickstervortex,anche victor ne ha fatto uno,"['subscriber', 'raging_wolf_helm']",[]
ilaria_antioraria,anche vic se nè lamentato di questa cosa,"['subscriber', 'sub_gifter']",[]
ilfato_vgc,instagram di victor e di caleel,"['subscriber', 'clips_leader']",[]
frapersona,fatevi youtube premium i migliori soldi della vostra vita,['founder'],[]
ilaria_antioraria,su tiktok,"['subscriber', 'sub_gifter']",[]
keilaf96,ma tu sei fragioco di mfl,"['subscriber', 'premium']",[]
ilfato_vgc,su instagram,"['subscriber', 'clips_leader']",[]
trickstervortex,instagram,"['subscriber', 'raging_wolf_helm']",[]
francy_checco,minchia bro ma sai che quasi quasi,"['vip', 'founder', 'premium']",[]
tungstenoviperuto,ahahahahhahaha,['superultracombo_2023'],[]
ilaria_antioraria,tiktokig,"['subscriber', 'sub_gifter']",[]
anderea_,nelle pubblicità dicono proprio israele porta cibo e supporto umanitario a gaza terrificante,['destiny_2_final_shape_raid_race'],[]
n4icols,cioè è vero che cè sto video,['raging_wolf_helm'],[]
frapersona,no,['founder'],[]
francy_checco,oh no,"['vip', 'founder', 'premium']",[]
pantheon19,io lho visto negli sport di yt di caleel,['premium'],[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
ku_rama_,é un video breve su insta,['premium'],[]
zono19,qtti bttini,['superultracombo_2023'],[]
ilfato_vgc,sta su instagram di caleel,"['subscriber', 'clips_leader']",[]
giuseppe_fronte,buonaseraa,"['subscriber', 'premium']",[]
mayafalcone,little fat man boy del gruppo lmc il titolo è un misto dei nomi delle due bombe,[],[]
frapersona,francy tu non hai idea è una pulizia della ram mentale,['founder'],[]
papa_nada,video,['sub_gifter'],[]
trickstervortex,è un video,"['subscriber', 'raging_wolf_helm']",[]
keilaf96,ok,"['subscriber', 'premium']",[':D']
exyos__,ciao marione,"['subscriber', 'premium']",[]
ilaria_antioraria,su tiktok cè il video di vic,"['subscriber', 'sub_gifter']",[]
pantheon19,negli shorts su yt di caleel,['premium'],[]
ilfato_vgc,anche a vic arrivano,"['subscriber', 'clips_leader']",[]
chiarachifavs,grazie mille,"['subscriber', 'sub_gifter']",['<3']
zeno_musix,poi non ti rompo più con il teatro ma nel ho visto anche il classicissimo cyrano con arturo cirillo pure questo molto bello,['purple_pixel_heart___together_for_good_24'],[]
ilfato_vgc,che orrore,"['subscriber', 'clips_leader']",[]
frapersona,wow,['founder'],[]
giuseppe_fronte,come va,"['subscriber', 'premium']",[]
papa_nada,coperte,['sub_gifter'],[]
anderea_,stessa pubblicità tradotta in tutte le lingue del mondo,['destiny_2_final_shape_raid_race'],[]
ilaria_antioraria,ho avuto la stessa reazione,"['subscriber', 'sub_gifter']",[]
cavaliere_del_king,ma è vero o no aldilà della propaganda,[],[]
bias____,non mentono,"['vip', 'founder', 'premium']",[]
ucurtu88,anche nei tuoi video esce questa pubblicità,[],[]
gaggio,per soli euro al mese,"['subscriber', 'ruby_pixel_heart___together_for_good_24']",[]
tungstenoviperuto,non ho instagram non so un cazzo,['superultracombo_2023'],[]
frapersona,così palese non me lero immaginato,['founder'],[]
sbrisolonaa,che schifo,['subscriber'],[]
ilfato_vgc,guarda che ti possono capitare anche nel tuo canale sono pubblicità,"['subscriber', 'clips_leader']",[]
pantheon19,assurdo,['premium'],[]
anderea_,terrificanet,['destiny_2_final_shape_raid_race'],[]
jz_roro,aiuto cazzo,[],[]
mayafalcone,se serve una traduzione la scrivo,[],[]
ric99_,e ora come fai ad andare contro lalle aveva ragione lui,[],[]
fra26_,fatte con ia,['no_video'],[]
tungstenoviperuto,bella merda,['superultracombo_2023'],[]
francy_checco,poi ho visto che hanno fatto la versione a euro giusto però sò bene che se inizio non posso tornare più indietro,"['vip', 'founder', 'premium']",[]
ilaria_antioraria,cazzo,"['subscriber', 'sub_gifter']",[]
tungstenoviperuto,ma perché youtube permette sto schifo,['superultracombo_2023'],[]
arcimago_orn,lalle aveva ragione,[],[]
assassins_24,alla fine della pubblicità dice esattamente questo amas mente e finisce così,[],[]
nicolesto1,paradossalmente fa più sensibilizzazione questo fake che anni di informazioni sul genocidio,"['subscriber', 'sub_gifter']",[]
gaggio,ma è semi ad removal,"['subscriber', 'ruby_pixel_heart___together_for_good_24']",[]
ilfato_vgc,cose da pazzi,"['subscriber', 'clips_leader']",[]
ilaria_antioraria,soldi,"['subscriber', 'sub_gifter']",[]
bias____,il problema è chi ha pagato per le pubblicità da inserire,"['vip', 'founder', 'premium']",[]
francy_checco,bella merda,"['vip', 'founder', 'premium']",[]
ucurtu88,per protesta rimuovi le pubblicità dai tuoi video,[],[]
ilfato_vgc,verissimo,"['subscriber', 'clips_leader']",[]
francy_checco,nel senso che ti compaiono di meno,"['vip', 'founder', 'premium']",[]
gaggio,un belladblocker e si risolve tutto,"['subscriber', 'ruby_pixel_heart___together_for_good_24']",[]
r3tr0_24,comunque se non sbaglio calel o come si scrive ha già denunciato la cosa a youtube,['premium'],[]
tungstenoviperuto,vabbè allora mettessero anche pubblicità sataniste e sul commercio di bambini a sto punto,['superultracombo_2023'],[]
anderea_,oggi ho scrollato per minuti gli short e mi sarà uscita volte è pieno,['destiny_2_final_shape_raid_race'],[]
gaggio,praticamente si non li toglie del tutto,"['subscriber', 'ruby_pixel_heart___together_for_good_24']",[]
zeno_musix,poi non ti rompo più con il teatro ma nel ho visto anche il classicissimo cyrano con arturo cirillo pure questo molto bello,['purple_pixel_heart___together_for_good_24'],[]
frapersona,io ho versione studenti ma fai conto hai anche youtube music che è incredibile,['founder'],[]
paivot23,che succede marione,[],[]
ilaria_antioraria,chai ragione,"['subscriber', 'sub_gifter']",[]
ilfato_vgc,eccoci qua,"['subscriber', 'clips_leader']",[]
streamlabs,donazioni minime per far partire il texttospeech bit donazione tip,"['moderator', 'partner']",[]
tungstenoviperuto,tocca,['superultracombo_2023'],[]
ilfato_vgc,momento teatro,"['subscriber', 'clips_leader']",[]
pappocaccesold,immagina se ora saltasse fuori quella pubblicità,['no_audio'],[]
streamlabs,ecco il link del nuovo gruppo telegram solo per abbonati,"['moderator', 'partner']",[]
streamlabs,puoi abbonarti al canale in maniera gratuita se possiedi amazon clicca abbonati in basso o sullestensione sullo schermo o vai al link ricordati di rinnovare labbonamento al canale ogni giorni per altre istruzioni,"['moderator', 'partner']",[]
zeno_musix,noo la pubblicità mario,['purple_pixel_heart___together_for_good_24'],[]
chiarachifavs,bella gente è arrivata la mia ora buonanotte a tutti e grazie mille per la bella discussione,"['subscriber', 'sub_gifter']",[]
ilaria_antioraria,te,"['subscriber', 'sub_gifter']",[]
francy_checco,mamma mia fantastico forse è arrivato il momento di togliersi lad blocker,"['vip', 'founder', 'premium']",[]
cavaliere_del_king,ma sei te,[],[]
tungstenoviperuto,troppo importante per non parlarne,['superultracombo_2023'],[]
sbrisolonaa,nel periodo eurovision spammavano su youtube la pubblicità della canzone dellisraele è in più ti dava come visualizzazione,['subscriber'],[]
nicomig99,cymario de bergerac,['premium'],[]
cavaliere_del_king,come si chiama il film,[],[]
tungstenoviperuto,boh,['superultracombo_2023'],[]
nicolesto1,tanto,"['subscriber', 'sub_gifter']",[]
streamlabs,scarica tv per avere tutte le emote,"['moderator', 'partner']",[]
frapersona,vai vai vai puoi scaricarti i video e la musica obv,['founder'],[]
debiru_dude,con sto naso ti puoi fumare una sigaretta sotto la doccia,"['subscriber', 'premium']",[]
iln1ck,cortese,['purple_pixel_heart___together_for_good_24'],[]
nicomig99,depardieu giusto,['premium'],[]
tungstenoviperuto,ippocampele,['superultracombo_2023'],[]
cavaliere_del_king,ma sta rappando,[],[]
gesu_ii_nazareno,gesuiinazareno subscribed at tier theyve subscribed for months il dono naturale vero è se non hai una protesi o trucco ma è proprio tuo,[],[]
streamlabs,gesuiinazareno ha fatto un abbonamento di tier,"['moderator', 'partner']",[]
zeno_musix,sono contento di aver creato questo momento avevo paura di essere fuori luogo ammorbando col teatro,['purple_pixel_heart___together_for_good_24'],['PewPewPew']
anderea_,ma sono tutti bellissimi ahahah,['destiny_2_final_shape_raid_race'],[]
